cid	name	formula	weight	xlogp	rotb	hb_donor	hb_aceptor	heavy_atom	synonym	iso_smile	inchi
35341	benzhydryl-[6-[benzhydryl(dimethyl)azaniumyl]hexyl]-dimethylazanium;dibromide	C36H46Br2N2	666.586	None	13	0	2	40	AMMONIUM, HEXAMETHYLENEBIS(DIMETHYL(DIPHENYLMETHYL)-, DIBROMIDE	C[N+](C)(CCCCCC[N+](C)(C)C(C1=CC=CC=C1)C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4.[Br-].[Br-]	InChI=1S/C36H46N2.2BrH/c1-37(2,35(31-21-11-7-12-22-31)32-23-13-8-14-24-32)29-19-5-6-20-30-38(3,4)36(33-25-15-9-16-26-33)34-27-17-10-18-28-34;;/h7-18,21-28,35-36H,5-6,19-20,29-30H2,1-4H3;2*1H/q+2;;/p-2
25486	4-chlorobenzoic acid;2,4-dichlorobenzoic acid;2,6-dichlorobenzoic acid;2,4,6-trichlorobenzoic acid	C28H16Cl8O8	764.028	None	4	4	8	44	12002-27-6	C1=CC(=C(C(=C1)Cl)C(=O)O)Cl.C1=CC(=CC=C1C(=O)O)Cl.C1=CC(=C(C=C1Cl)Cl)C(=O)O.C1=C(C=C(C(=C1Cl)C(=O)O)Cl)Cl	InChI=1S/C7H3Cl3O2.2C7H4Cl2O2.C7H5ClO2/c8-3-1-4(9)6(7(11)12)5(10)2-3;8-4-1-2-5(7(10)11)6(9)3-4;8-4-2-1-3-5(9)6(4)7(10)11;8-6-3-1-5(2-4-6)7(9)10/h1-2H,(H,11,12);2*1-3H,(H,10,11);1-4H,(H,9,10)
22187	2-amino-1-phenylbutan-1-ol	C10H15NO	165.236	1.4	3	2	2	12	1-Butanol,2-amino-1-phenyl	CCC(C(C1=CC=CC=C1)O)N	InChI=1S/C10H15NO/c1-2-9(11)10(12)8-6-4-3-5-7-8/h3-7,9-10,12H,2,11H2,1H3
24241	12H-naphtho[3,2-a]carbazole-5,13-dione	C20H11NO2	297.313	4.3	0	1	2	23	7600-14-8	C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C4=C(C=C3)C5=CC=CC=C5N4	InChI=1S/C20H11NO2/c22-19-13-6-1-2-7-14(13)20(23)17-15(19)10-9-12-11-5-3-4-8-16(11)21-18(12)17/h1-10,21H
24107	2-chloro-5-methyl-7,9,10,14b-tetrahydroisoquinolino[2,1-d][1,4]benzodiazepin-6-one	C18H17ClN2O	312.797	3.3	0	0	2	22	Clazolam	CN1C(=O)CN2CCC3=CC=CC=C3C2C4=C1C=CC(=C4)Cl	InChI=1S/C18H17ClN2O/c1-20-16-7-6-13(19)10-15(16)18-14-5-3-2-4-12(14)8-9-21(18)11-17(20)22/h2-7,10,18H,8-9,11H2,1H3
24059	(3-cyano-3,3-diphenylpropyl)-dimethylazanium;chloride	C18H21ClN2	300.83	None	5	1	2	21	NSC 123861	C[NH+](C)CCC(C#N)(C1=CC=CC=C1)C2=CC=CC=C2.[Cl-]	InChI=1S/C18H20N2.ClH/c1-20(2)14-13-18(15-19,16-9-5-3-6-10-16)17-11-7-4-8-12-17;/h3-12H,13-14H2,1-2H3;1H
47276	(4-acetamido-4,4-diphenylbutan-2-yl)-trimethylazanium;iodide	C21H29IN2O	452.38	None	6	1	2	25	BL 401	CC(CC(C1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)C)[N+](C)(C)C.[I-]	InChI=1S/C21H28N2O.HI/c1-17(23(3,4)5)16-21(22-18(2)24,19-12-8-6-9-13-19)20-14-10-7-11-15-20;/h6-15,17H,16H2,1-5H3;1H
32355	1-benzyl-3H-cyclohepta[d]imidazole-2,4-dione	C15H12N2O2	252.273	1.8	2	1	2	19	4-Hydroxybenhepazone	C1=CC=C(C=C1)CN2C3=C(C(=O)C=CC=C3)NC2=O	InChI=1S/C15H12N2O2/c18-13-9-5-4-8-12-14(13)16-15(19)17(12)10-11-6-2-1-3-7-11/h1-9H,10H2,(H,16,19)
21094	2-(2-oxo-1,3-dihydroindol-3-yl)ethylazanium;chloride	C10H13ClN2O	212.677	None	2	2	2	14	Oxytryptamine hydrochloride	C1=CC=C2C(=C1)C(C(=O)N2)CC[NH3+].[Cl-]	InChI=1S/C10H12N2O.ClH/c11-6-5-8-7-3-1-2-4-9(7)12-10(8)13;/h1-4,8H,5-6,11H2,(H,12,13);1H
34456	2-[3-(butanoylamino)-2,4,6-triiodophenyl]butanoic acid	C14H16I3NO3	626.999	4.3	6	2	3	21	BRN 3006554	CCCC(=O)NC1=C(C=C(C(=C1I)C(CC)C(=O)O)I)I	InChI=1S/C14H16I3NO3/c1-3-5-10(19)18-13-9(16)6-8(15)11(12(13)17)7(4-2)14(20)21/h6-7H,3-5H2,1-2H3,(H,18,19)(H,20,21)
29879	1-chloro-4-(phenoxymethyl)benzene	C13H11ClO	218.68	4.4	3	0	1	15	Ether, p-chlorobenzyl phenyl	C1=CC=C(C=C1)OCC2=CC=C(C=C2)Cl	InChI=1S/C13H11ClO/c14-12-8-6-11(7-9-12)10-15-13-4-2-1-3-5-13/h1-9H,10H2
22527	4-[(6-chloro-2-methoxyacridin-9-yl)azaniumyl]pentyl-diethylazanium;dichloride	C23H32Cl3N3O	472.879	None	9	2	4	30	AC1L2KJN	CC[NH+](CC)CCCC(C)[NH2+]C1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.[Cl-].[Cl-]	InChI=1S/C23H30ClN3O.2ClH/c1-5-27(6-2)13-7-8-16(3)25-23-19-11-9-17(24)14-22(19)26-21-12-10-18(28-4)15-20(21)23;;/h9-12,14-16H,5-8,13H2,1-4H3,(H,25,26);2*1H
21771	[3-(6,11-dihydro-5H-dibenzo[1,2-a:1',2'-e][7]annulen-11-yl)-2-methylpropyl]-dimethylazanium;chloride	C21H28ClN	329.912	None	4	1	1	23	Evasidol	CC(CC1C2=CC=CC=C2CCC3=CC=CC=C13)C[NH+](C)C.[Cl-]	InChI=1S/C21H27N.ClH/c1-16(15-22(2)3)14-21-19-10-6-4-8-17(19)12-13-18-9-5-7-11-20(18)21;/h4-11,16,21H,12-15H2,1-3H3;1H
47252	3-(4-bromoisoquinolin-2-ium-2-yl)propyl-trimethylazanium	C15H21BrN2+2	309.251	3.3	4	0	0	18	AC1L2HPL	C[N+](C)(C)CCC[N+]1=CC2=CC=CC=C2C(=C1)Br	InChI=1S/C15H21BrN2/c1-18(2,3)10-6-9-17-11-13-7-4-5-8-14(13)15(16)12-17/h4-5,7-8,11-12H,6,9-10H2,1-3H3/q+2
22413	benzo[c]fluoren-7-one	C17H10O	230.266	4.3	0	0	1	18	Allochrysoketone	C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C3=O	InChI=1S/C17H10O/c18-17-14-8-4-3-7-13(14)16-12-6-2-1-5-11(12)9-10-15(16)17/h1-10H
20371	(2-methyl-2-phenyl-1,3-dioxolan-4-yl)methanol	C11H14O3	194.23	0.9	2	1	3	14	2-Methyl-2-phenyl-1,3-dioxolane-4-methanol	CC1(OCC(O1)CO)C2=CC=CC=C2	InChI=1S/C11H14O3/c1-11(9-5-3-2-4-6-9)13-8-10(7-12)14-11/h2-6,10,12H,7-8H2,1H3
32572	N-[(4-chlorophenyl)methyl]-4,7,7-trimethylbicyclo[2.2.1]heptan-3-amine	C17H24ClN	277.836	5.1	3	1	1	19	AC1L1NYL	CC1(C2CCC1(C(C2)NCC3=CC=C(C=C3)Cl)C)C	InChI=1S/C17H24ClN/c1-16(2)13-8-9-17(16,3)15(10-13)19-11-12-4-6-14(18)7-5-12/h4-7,13,15,19H,8-11H2,1-3H3
20299	(3-cyclohexyl-3-hydroxy-3-phenylpropyl)-triethylazanium	C21H36NO+	318.525	4.8	8	1	1	23	Tridihexethyl	CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O	InChI=1S/C21H36NO/c1-4-22(5-2,6-3)18-17-21(23,19-13-9-7-10-14-19)20-15-11-8-12-16-20/h7,9-10,13-14,20,23H,4-6,8,11-12,15-18H2,1-3H3/q+1
47327	(11S,12R)-11,12-dihydrobenzo[a]pyrene-11,12-diol	C20H14O2	286.33	3.7	0	2	2	22	Benzo(a)pyrene-cis-11,12-diol	C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2[C@@H]([C@@H](C5=CC=C4)O)O	InChI=1S/C20H14O2/c21-19-15-7-3-5-11-8-9-13-10-12-4-1-2-6-14(12)18(20(19)22)17(13)16(11)15/h1-10,19-22H/t19-,20+/m1/s1
47303	2-(1-adamantyl)ethyl pyridine-4-carboxylate	C18H23NO2	285.387	4.9	5	0	3	21	ISONICOTINIC ACID, 2-(1-ADAMANTYL)ETHYL ESTER	C1C2CC3CC1CC(C2)(C3)CCOC(=O)C4=CC=NC=C4	InChI=1S/C18H23NO2/c20-17(16-1-4-19-5-2-16)21-6-3-18-10-13-7-14(11-18)9-15(8-13)12-18/h1-2,4-5,13-15H,3,6-12H2
47288	7-methylbenzo[a]anthracene-8-carboxamide	C20H15NO	285.346	4.9	1	1	1	22	7-Methylbenz(a)anthracen-8-yl carbamide	CC1=C2C(=CC3=C1C=CC4=CC=CC=C43)C=CC=C2C(=O)N	InChI=1S/C20H15NO/c1-12-15-10-9-13-5-2-3-7-16(13)18(15)11-14-6-4-8-17(19(12)14)20(21)22/h2-11H,1H3,(H2,21,22)
34872	4-(2,5-dimethylphenyl)-3-methylbutanoic acid	C13H18O2	206.285	3.2	4	1	2	15	30275-76-4	CC1=CC(=C(C=C1)C)CC(C)CC(=O)O	InChI=1S/C13H18O2/c1-9-4-5-11(3)12(6-9)7-10(2)8-13(14)15/h4-6,10H,7-8H2,1-3H3,(H,14,15)
21336	4-methoxy-[1,3]dioxolo[4,5-g]isoquinoline	C11H9NO3	203.197	1.9	1	0	4	15	4-methoxy[1,3]dioxolo[4,5-g]isoquinoline	COC1=C2C=NC=CC2=CC3=C1OCO3	InChI=1S/C11H9NO3/c1-13-10-8-5-12-3-2-7(8)4-9-11(10)15-6-14-9/h2-5H,6H2,1H3
20232	2-fluoroethyl 2-(4-nitrophenyl)acetate	C10H10FNO4	227.191	2.1	5	0	5	16	2-Fluoroethyl (4-nitrophenyl)acetate	C1=CC(=CC=C1CC(=O)OCCF)[N+](=O)[O-]	InChI=1S/C10H10FNO4/c11-5-6-16-10(13)7-8-1-3-9(4-2-8)12(14)15/h1-4H,5-7H2
32502	methyl 4,5-dimethyl-3,6-dihydro-2H-pyran-2-carboxylate	C9H14O3	170.208	0.6	2	0	3	12	24588-61-2	CC1=C(COC(C1)C(=O)OC)C	InChI=1S/C9H14O3/c1-6-4-8(9(10)11-3)12-5-7(6)2/h8H,4-5H2,1-3H3
22341	N'-propan-2-ylpyridine-4-carbohydrazide;dihydrochloride	C9H15Cl2N3O	252.139	None	3	4	3	15	Iproniazid dihydrochloride	CC(C)NNC(=O)C1=CC=NC=C1.Cl.Cl	InChI=1S/C9H13N3O.2ClH/c1-7(2)11-12-9(13)8-3-5-10-6-4-8;;/h3-7,11H,1-2H3,(H,12,13);2*1H
22828	8-[[4-[4-[(4-ethoxyphenyl)diazenyl]-3-methylphenyl]-2-methylphenyl]diazenyl]-7-hydroxynaphthalene-1,3-disulfonic acid	C32H28N4O8S2	660.716	6.6	9	3	12	46		CCOC1=CC=C(C=C1)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC4=C(C=CC5=CC(=CC(=C54)S(=O)(=O)O)S(=O)(=O)O)O)C)C	InChI=1S/C32H28N4O8S2/c1-4-44-25-10-8-24(9-11-25)33-34-27-12-5-21(15-19(27)2)22-6-13-28(20(3)16-22)35-36-32-29(37)14-7-23-17-26(45(38,39)40)18-30(31(23)32)46(41,42)43/h5-18,37H,4H2,1-3H3,(H,38,39,40)(H,41,42,43)
23990	vanadium	V	50.941	None	0	0	0	1	Vanadium	[V]	InChI=1S/V
23869	1-(1-benzothiophen-3-yl)-2-morpholin-4-ium-4-ylethanol;chloride	C14H18ClNO2S	299.813	None	3	2	4	19	alpha-(Morpholinomethyl)benzo(b)thiophene-3-methanol hydrochloride	C1COCC[NH+]1CC(C2=CSC3=CC=CC=C32)O.[Cl-]	InChI=1S/C14H17NO2S.ClH/c16-13(9-15-5-7-17-8-6-15)12-10-18-14-4-2-1-3-11(12)14;/h1-4,10,13,16H,5-9H2;1H
24272	N'-(7-amino-1H-indol-3-yl)-N-hydroxyethanimidamide	C10H12N4O	204.233	0.3	2	4	3	15	N'-(7-amino-1H-indol-3-yl)-N-hydroxyethanimidamide	CC(=NC1=CNC2=C1C=CC=C2N)NO	InChI=1S/C10H12N4O/c1-6(14-15)13-9-5-12-10-7(9)3-2-4-8(10)11/h2-5,12,15H,11H2,1H3,(H,13,14)
32359	2-(dimethylhydrazinylidene)-1-(4-methylphenyl)ethanone	C11H14N2O	190.246	2.4	3	0	3	14		CC1=CC=C(C=C1)C(=O)C=NN(C)C	InChI=1S/C11H14N2O/c1-9-4-6-10(7-5-9)11(14)8-12-13(2)3/h4-8H,1-3H3
20961	1-(5-methoxy-1H-indol-3-yl)-N-methylpropan-2-amine	C13H18N2O	218.3	1.5	4	2	2	16	BRN 0477830	CC(CC1=CNC2=C1C=C(C=C2)OC)NC	InChI=1S/C13H18N2O/c1-9(14-2)6-10-8-15-13-5-4-11(16-3)7-12(10)13/h4-5,7-9,14-15H,6H2,1-3H3
34627	2-(4-methylidenecyclohexyl)prop-2-en-1-ol	C10H16O	152.237	2.3	2	1	1	11	p-Mentha-1(7),8(10)-dien-9-ol	C=C1CCC(CC1)C(=C)CO	InChI=1S/C10H16O/c1-8-3-5-10(6-4-8)9(2)7-11/h10-11H,1-7H2
24164	2-(8-methyl-1,4-dioxaspiro[4.5]decan-3-yl)piperidine	C14H25NO2	239.359	2.2	1	1	3	17	2-(8-methyl-1,4-dioxaspiro[4.5]dec-2-yl)piperidine	CC1CCC2(CC1)OCC(O2)C3CCCCN3	InChI=1S/C14H25NO2/c1-11-5-7-14(8-6-11)16-10-13(17-14)12-4-2-3-9-15-12/h11-13,15H,2-10H2,1H3
21780	N-(2,5-dimethylpyrrol-1-yl)pyridine-4-carboxamide	C12H13N3O	215.256	1.7	2	1	2	16	SQ 3242	CC1=CC=C(N1NC(=O)C2=CC=NC=C2)C	InChI=1S/C12H13N3O/c1-9-3-4-10(2)15(9)14-12(16)11-5-7-13-8-6-11/h3-8H,1-2H3,(H,14,16)
23878	N,N-dimethyl-2-(1-phenylinden-1-yl)ethanamine	C19H21N	263.384	4.6	4	0	1	20	INDRILINE	CN(C)CCC1(C=CC2=CC=CC=C21)C3=CC=CC=C3	InChI=1S/C19H21N/c1-20(2)15-14-19(17-9-4-3-5-10-17)13-12-16-8-6-7-11-18(16)19/h3-13H,14-15H2,1-2H3
20311	1-methoxy-4-(trimethoxymethyl)benzene	C11H16O4	212.245	1.3	5	0	4	15	Benzene, 1-methoxy-4-(trimethoxymethyl)-	COC1=CC=C(C=C1)C(OC)(OC)OC	InChI=1S/C11H16O4/c1-12-10-7-5-9(6-8-10)11(13-2,14-3)15-4/h5-8H,1-4H3
21137	2-[4-[2-(2-naphthalen-1-ylpropanoyloxy)ethyl]piperazin-1-yl]ethyl 2-naphthalen-1-ylpropanoate	C34H38N2O4	538.688	6.7	12	0	6	40	Nafiverine	CC(C1=CC=CC2=CC=CC=C21)C(=O)OCCN3CCN(CC3)CCOC(=O)C(C)C4=CC=CC5=CC=CC=C54	InChI=1S/C34H38N2O4/c1-25(29-15-7-11-27-9-3-5-13-31(27)29)33(37)39-23-21-35-17-19-36(20-18-35)22-24-40-34(38)26(2)30-16-8-12-28-10-4-6-14-32(28)30/h3-16,25-26H,17-24H2,1-2H3
37495	(2-bromocyclopropyl)benzene	C9H9Br	197.075	3.2	1	0	0	10	(2-BROMOCYCLOPROPYL)BENZENE	C1C(C1Br)C2=CC=CC=C2	InChI=1S/C9H9Br/c10-9-6-8(9)7-4-2-1-3-5-7/h1-5,8-9H,6H2
44203	None	C18H18N2O	278.355	3.2	3	1	3	21	Mariptiline	C1C2C1C3=CC=CC=C3C(=NOCCN)C4=CC=CC=C24	InChI=1S/C18H18N2O/c19-9-10-21-20-18-14-7-3-1-5-12(14)16-11-17(16)13-6-2-4-8-15(13)18/h1-8,16-17H,9-11,19H2
20348	1,2-bis(furan-2-yl)-2-nitrosoethenol	C10H7NO4	205.169	1.5	2	1	5	15		C1=COC(=C1)C(=C(C2=CC=CO2)O)N=O	InChI=1S/C10H7NO4/c12-10(8-4-2-6-15-8)9(11-13)7-3-1-5-14-7/h1-6,12H
21834	4-[(2-amino-4-oxo-1H-pteridin-6-yl)methyl-methylamino]benzoic acid	C15H14N6O3	326.316	-0.2	4	3	6	24	Metfol-B	CN(CC1=CN=C2C(=N1)C(=O)N=C(N2)N)C3=CC=C(C=C3)C(=O)O	InChI=1S/C15H14N6O3/c1-21(10-4-2-8(3-5-10)14(23)24)7-9-6-17-12-11(18-9)13(22)20-15(16)19-12/h2-6H,7H2,1H3,(H,23,24)(H3,16,17,19,20,22)
47297	2-amino-3-[[4,6-bis(dimethylamino)-1,3,5-triazin-2-yl]sulfanyl]propanoic acid	C10H18N6O2S	286.354	-1.9	6	2	9	19	L-Cysteine, S-(4,6-bis(dimethylamino)-1,3,5-triazin-2-yl)-	CN(C)C1=NC(=NC(=N1)SCC(C(=O)O)N)N(C)C	InChI=1S/C10H18N6O2S/c1-15(2)8-12-9(16(3)4)14-10(13-8)19-5-6(11)7(17)18/h6H,5,11H2,1-4H3,(H,17,18)
32365	ethyl N-(2-methylpropyl)-N-nitrosocarbamate	C7H14N2O3	174.2	1.5	4	0	4	12	N-Isobutyl-N-nitrosourethane	CCOC(=O)N(CC(C)C)N=O	InChI=1S/C7H14N2O3/c1-4-12-7(10)9(8-11)5-6(2)3/h6H,4-5H2,1-3H3
32555	N-(4,7,7-trimethyl-3-bicyclo[2.2.1]heptanyl)formamide	C11H19NO	181.279	2.7	1	1	1	13	(+-)-endo-N-(2-Bornyl)formamide	CC1(C2CCC1(C(C2)NC=O)C)C	InChI=1S/C11H19NO/c1-10(2)8-4-5-11(10,3)9(6-8)12-7-13/h7-9H,4-6H2,1-3H3,(H,12,13)
20528	1-(2-hydroxyethylamino)anthracene-9,10-dione	C16H13NO3	267.284	3.2	3	2	4	20	4465-58-1	C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)NCCO	InChI=1S/C16H13NO3/c18-9-8-17-13-7-3-6-12-14(13)16(20)11-5-2-1-4-10(11)15(12)19/h1-7,17-18H,8-9H2
27236	4-[5-(benzenesulfonyl)pentoxy]-3-methoxyaniline	C18H23NO4S	349.445	3.2	9	1	5	24	4-((5-(Phenylsulfonyl)pentyl)oxy)-m-anisidine	COC1=C(C=CC(=C1)N)OCCCCCS(=O)(=O)C2=CC=CC=C2	InChI=1S/C18H23NO4S/c1-22-18-14-15(19)10-11-17(18)23-12-6-3-7-13-24(20,21)16-8-4-2-5-9-16/h2,4-5,8-11,14H,3,6-7,12-13,19H2,1H3
20529	bis(2-chloroethyl)amino-(3-hydroxypropylamino)phosphinic acid;cyclohexanamine	C13H30Cl2N3O3P	378.275	None	9	4	6	22	Cytoxyl alcohol cyclohexylamine salt	C1CCC(CC1)N.C(CNP(=O)(N(CCCl)CCCl)O)CO	InChI=1S/C7H17Cl2N2O3P.C6H13N/c8-2-5-11(6-3-9)15(13,14)10-4-1-7-12;7-6-4-2-1-3-5-6/h12H,1-7H2,(H2,10,13,14);6H,1-5,7H2
47299	2,3-dichlorodibenzofuran	C12H6Cl2O	237.079	5.3	0	0	1	15	2,3-DICHLORODIBENZOFURAN	C1=CC=C2C(=C1)C3=CC(=C(C=C3O2)Cl)Cl	InChI=1S/C12H6Cl2O/c13-9-5-8-7-3-1-2-4-11(7)15-12(8)6-10(9)14/h1-6H
24359	1-(chloromethyl)pyrrole-2,5-dione	C5H4ClNO2	145.542	1.2	1	0	2	9	N-Chloromethylmaleimide	C1=CC(=O)N(C1=O)CCl	InChI=1S/C5H4ClNO2/c6-3-7-4(8)1-2-5(7)9/h1-2H,3H2
40755	octadec-9-enylazanium;2-(2,4,5-trichlorophenoxy)propanoate	C27H44Cl3NO3	537.003	None	17	1	3	34	Silvex oleylamine salt	CCCCCCCCC=CCCCCCCCC[NH3+].CC(C(=O)[O-])OC1=CC(=C(C=C1Cl)Cl)Cl	InChI=1S/C18H37N.C9H7Cl3O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19;1-4(9(13)14)15-8-3-6(11)5(10)2-7(8)12/h9-10H,2-8,11-19H2,1H3;2-4H,1H3,(H,13,14)
24065	trimethyl-[2-[4-[4-[2-oxo-2-(trimethylazaniumyl)ethyl]phenyl]phenyl]acetyl]azanium	C22H30N2O2+2	354.494	3	5	0	2	26	AC1L2N6Q	C[N+](C)(C)C(=O)CC1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)[N+](C)(C)C	InChI=1S/C22H30N2O2/c1-23(2,3)21(25)15-17-7-11-19(12-8-17)20-13-9-18(10-14-20)16-22(26)24(4,5)6/h7-14H,15-16H2,1-6H3/q+2
21717	2-phenylheptanoic acid	C13H18O2	206.285	3.9	6	1	2	15	2-Phenylheptanoic acid	CCCCCC(C1=CC=CC=C1)C(=O)O	InChI=1S/C13H18O2/c1-2-3-5-10-12(13(14)15)11-8-6-4-7-9-11/h4,6-9,12H,2-3,5,10H2,1H3,(H,14,15)
20894	2-tert-butyl-1-(diaminomethylidene)guanidine	C6H15N5	157.221	-0.9	2	3	1	11	2-tert-butyl-1-(diaminomethylidene)guanidine	CC(C)(C)N=C(N)N=C(N)N	InChI=1S/C6H15N5/c1-6(2,3)11-5(9)10-4(7)8/h1-3H3,(H6,7,8,9,10,11)
20426	1-chloro-4-[2,2,2-tribromo-1-(4-chlorophenyl)ethyl]benzene	C14H9Br3Cl2	487.838	7.4	2	0	0	19	4399-08-0	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Br)(Br)Br)Cl	InChI=1S/C14H9Br3Cl2/c15-14(16,17)13(9-1-5-11(18)6-2-9)10-3-7-12(19)8-4-10/h1-8,13H
22308	[(3R,6R)-6-(dimethylamino)-4,4-diphenylheptan-3-yl] acetate	C23H31NO2	353.506	4.3	9	0	3	26	ALPHACETYLMETHADOL	CC[C@H](C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C	InChI=1S/C23H31NO2/c1-6-22(26-19(3)25)23(17-18(2)24(4)5,20-13-9-7-10-14-20)21-15-11-8-12-16-21/h7-16,18,22H,6,17H2,1-5H3/t18-,22-/m1/s1
38298	5-(1-methylpiperidin-4-ylidene)chromeno[2,3-b]pyridine	C18H18N2O	278.355	2.6	0	0	3	21	Azanator	CN1CCC(=C2C3=C(N=CC=C3)OC4=CC=CC=C42)CC1	InChI=1S/C18H18N2O/c1-20-11-8-13(9-12-20)17-14-5-2-3-7-16(14)21-18-15(17)6-4-10-19-18/h2-7,10H,8-9,11-12H2,1H3
24999	ethyl 6-chlorohexanoate	C8H15ClO2	178.656	2.1	7	0	2	11	Ethyl 6-chlorohexanoate	CCOC(=O)CCCCCCl	InChI=1S/C8H15ClO2/c1-2-11-8(10)6-4-3-5-7-9/h2-7H2,1H3
47319	5-[3-[1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propanoyloxy]pentyl 3-[1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propanoate	C53H72N2O12+2	929.161	7.9	26	0	12	67	Atracurium	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C	InChI=1S/C53H72N2O12/c1-54(22-18-38-32-48(62-7)50(64-9)34-40(38)42(54)28-36-14-16-44(58-3)46(30-36)60-5)24-20-52(56)66-26-12-11-13-27-67-53(57)21-25-55(2)23-19-39-33-49(63-8)51(65-10)35-41(39)43(55)29-37-15-17-45(59-4)47(31-37)61-6/h14-17,30-35,42-43H,11-13,18-29H2,1-10H3/q+2
20431	disodium;5-methyl-2-[[4-(4-methyl-2-sulfonatoanilino)-9,10-dioxoanthracen-1-yl]amino]benzenesulfonate	C28H20N2Na2O8S2	622.574	None	4	2	10	42	Acid Green 25	CC1=CC(=C(C=C1)NC2=C3C(=C(C=C2)NC4=C(C=C(C=C4)C)S(=O)(=O)[O-])C(=O)C5=CC=CC=C5C3=O)S(=O)(=O)[O-].[Na+].[Na+]	InChI=1S/C28H22N2O8S2.2Na/c1-15-7-9-19(23(13-15)39(33,34)35)29-21-11-12-22(30-20-10-8-16(2)14-24(20)40(36,37)38)26-25(21)27(31)17-5-3-4-6-18(17)28(26)32;;/h3-14,29-30H,1-2H3,(H,33,34,35)(H,36,37,38);;/q;2*+1/p-2
25523	dicalcium;oxocalcium;silicate	Ca3O5Si	228.314	None	0	0	5	9	TRICALCIUM SILICATE	[O-][Si]([O-])([O-])[O-].O=[Ca].[Ca+2].[Ca+2]	InChI=1S/3Ca.O4Si.O/c;;;1-5(2,3)4;/q;2*+2;-4;
20617	2-bromo-4,6-dichlorophenol	C6H3BrCl2O	241.893	3.8	0	1	1	10	2-Bromo-4,6-dichlorophenol	C1=C(C=C(C(=C1Cl)O)Br)Cl	InChI=1S/C6H3BrCl2O/c7-4-1-3(8)2-5(9)6(4)10/h1-2,10H
20152	triethyl(prop-2-enyl)azanium	C9H20N+	142.266	2	5	0	0	10	triethyl(prop-2-enyl)azanium	CC[N+](CC)(CC)CC=C	InChI=1S/C9H20N/c1-5-9-10(6-2,7-3)8-4/h5H,1,6-9H2,2-4H3/q+1
22777	bis(3-methoxyphenyl)diazene	C14H14N2O2	242.278	3.6	4	0	4	18	3,3'-DIMETHOXYAZOBENZENE	COC1=CC=CC(=C1)N=NC2=CC(=CC=C2)OC	InChI=1S/C14H14N2O2/c1-17-13-7-3-5-11(9-13)15-16-12-6-4-8-14(10-12)18-2/h3-10H,1-2H3
47312	cyanomethyl (2S)-2-[(4-methylphenyl)sulfonylamino]-3-phenylpropanoate	C18H18N2O4S	358.412	3	8	1	6	25	BRN 2784884	CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CC2=CC=CC=C2)C(=O)OCC#N	InChI=1S/C18H18N2O4S/c1-14-7-9-16(10-8-14)25(22,23)20-17(18(21)24-12-11-19)13-15-5-3-2-4-6-15/h2-10,17,20H,12-13H2,1H3/t17-/m0/s1
30698	5-[(3S,10R,13R,14S,17R)-14-hydroxy-3-[[(4S,7R)-7-hydroxy-2,2,6-trimethyl-4,6,7,7a-tetrahydro-3aH-[1,3]dioxolo[4,5-c]pyran-4-yl]oxy]-10,13-dimethyl-1,2,3,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pyran-2-one	C33H46O8	570.723	3.4	3	2	8	41	Isopropyliden-proscillaridin [German]	CC1[C@H](C2C([C@H](O1)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CCC4=C3)O)C7=COC(=O)C=C7)C)C)OC(O2)(C)C)O	InChI=1S/C33H46O8/c1-18-26(35)27-28(41-30(2,3)40-27)29(38-18)39-21-10-13-31(4)20(16-21)7-8-24-23(31)11-14-32(5)22(12-15-33(24,32)36)19-6-9-25(34)37-17-19/h6,9,16-18,21-24,26-29,35-36H,7-8,10-15H2,1-5H3/t18?,21-,22+,23?,24?,26+,27?,28?,29+,31-,32+,33-/m0/s1
